月,日,星期,,,,,,,,行号,方案号
8,27,3,5,5,5,2,2,2,6,2行,方案196
8,27,3,5,0,5,2,6,6,6,3行,方案196
8,27,3,0,0,7,7,7,7,6,4行,方案196
8,27,3,0,0,8,9,9,,1,5行,方案196
8,27,3,8,8,8,,9,9,1,6行,方案196
8,27,3,,,,,1,1,1,7行,方案196
8,27,3,7,7,7,7,9,9,,0行,方案197
8,27,3,0,,4,9,9,2,,1行,方案197
8,27,3,0,0,4,2,2,2,6,2行,方案197
8,27,3,0,0,4,2,6,6,6,3行,方案197
8,27,3,3,3,4,4,5,5,6,4行,方案197
8,27,3,8,3,3,3,5,,1,5行,方案197
8,27,3,8,8,8,,5,5,1,6行,方案197
8,27,3,,,,,1,1,1,7行,方案197
8,27,3,4,4,4,4,2,2,,0行,方案198
8,27,3,4,,6,6,6,2,,1行,方案198
8,27,3,5,5,5,6,8,2,2,2行,方案198
8,27,3,5,3,5,6,8,8,8,3行,方案198
8,27,3,0,3,3,7,7,7,7,4行,方案198
8,27,3,0,0,3,9,9,,1,5行,方案198
8,27,3,0,0,3,,9,9,1,6行,方案198
8,27,3,,,,,1,1,1,7行,方案198
8,27,3,5,5,5,4,4,7,,0行,方案199
8,27,3,5,,5,6,4,7,,1行,方案199
8,27,3,2,6,6,6,4,7,1,2行,方案199
8,27,3,2,2,2,6,4,7,1,3行,方案199
8,27,3,9,9,2,3,1,1,1,4行,方案199
8,27,3,8,9,9,3,3,,0,5行,方案199
8,27,3,8,8,8,,3,0,0,6行,方案199
8,27,3,,,,,3,0,0,7行,方案199
8,27,3,4,4,4,4,9,8,,0行,方案200
8,27,3,4,,3,9,9,8,,1行,方案200
8,27,3,2,2,3,9,6,8,8,2行,方案200
8,27,3,7,2,3,3,6,6,6,3行,方案200
8,27,3,7,2,2,3,6,5,5,4行,方案200
8,27,3,7,0,0,0,1,,5,5行,方案200
8,27,3,7,0,0,,1,5,5,6行,方案200
8,27,3,,,,,1,1,1,7行,方案200
8,27,3,5,5,5,2,2,0,,0行,方案201
8,27,3,5,,5,2,0,0,,1行,方案201
8,27,3,3,3,2,2,0,0,6,2行,方案201
8,27,3,7,3,3,3,6,6,6,3行,方案201
8,27,3,7,8,4,4,4,4,6,4行,方案201
8,27,3,7,8,4,9,9,,1,5行,方案201
8,27,3,7,8,8,,9,9,1,6行,方案201
8,27,3,,,,,1,1,1,7行,方案201
8,27,3,5,5,5,6,6,6,,0行,方案202
8,27,3,5,,5,2,6,3,,1行,方案202
8,27,3,8,2,2,2,6,3,3,2行,方案202
8,27,3,8,2,7,7,7,7,3,3行,方案202
8,27,3,8,8,4,4,4,4,3,4行,方案202
8,27,3,0,0,4,9,9,,1,5行,方案202
8,27,3,0,0,0,,9,9,1,6行,方案202
8,27,3,,,,,1,1,1,7行,方案202
8,27,3,5,5,5,2,2,3,,0行,方案203
8,27,3,5,,5,2,6,3,,1行,方案203
8,27,3,4,0,2,2,6,3,3,2行,方案203
8,27,3,4,0,0,6,6,6,3,3行,方案203
8,27,3,4,0,0,7,7,7,7,4行,方案203
8,27,3,4,4,8,9,9,,1,5行,方案203
8,27,3,8,8,8,,9,9,1,6行,方案203
8,27,3,,,,,1,1,1,7行,方案203
8,27,3,5,5,5,2,2,3,,0行,方案204
8,27,3,5,,5,2,6,3,,1行,方案204
8,27,3,4,4,2,2,6,3,3,2行,方案204
8,27,3,4,0,0,6,6,6,3,3行,方案204
8,27,3,4,0,0,7,7,7,7,4行,方案204
8,27,3,4,0,8,9,9,,1,5行,方案204
8,27,3,8,8,8,,9,9,1,6行,方案204
8,27,3,,,,,1,1,1,7行,方案204
8,27,3,5,5,5,2,2,3,,0行,方案205
8,27,3,5,,5,2,3,3,,1行,方案205
8,27,3,4,6,2,2,3,0,0,2行,方案205
8,27,3,4,6,6,6,3,0,0,3行,方案205
8,27,3,4,6,7,7,7,7,0,4行,方案205
8,27,3,4,4,8,9,9,,1,5行,方案205
8,27,3,8,8,8,,9,9,1,6行,方案205
8,27,3,,,,,1,1,1,7行,方案205
8,27,3,5,5,5,6,6,6,,0行,方案206
8,27,3,5,,5,2,6,0,,1行,方案206
8,27,3,4,2,2,2,6,0,0,2行,方案206
8,27,3,4,2,3,3,3,0,0,3行,方案206
8,27,3,4,3,3,7,7,7,7,4行,方案206
8,27,3,4,4,8,9,9,,1,5行,方案206
8,27,3,8,8,8,,9,9,1,6行,方案206
8,27,3,,,,,1,1,1,7行,方案206
8,27,3,5,5,5,6,6,6,,0行,方案207
8,27,3,5,,5,2,6,9,,1行,方案207
8,27,3,4,2,2,2,6,9,9,2行,方案207
8,27,3,4,2,7,7,7,7,9,3行,方案207
8,27,3,4,3,3,3,1,1,1,4行,方案207
8,27,3,4,4,8,3,3,,1,5行,方案207
8,27,3,8,8,8,,0,0,1,6行,方案207
8,27,3,,,,,0,0,0,7行,方案207
8,27,3,5,5,7,1,1,1,,0行,方案208
8,27,3,5,,7,1,6,3,,1行,方案208
8,27,3,5,5,7,1,6,3,3,2行,方案208
8,27,3,8,8,7,6,6,6,3,3行,方案208
8,27,3,8,2,2,9,4,4,3,4行,方案208
8,27,3,8,2,9,9,4,,0,5行,方案208
8,27,3,2,2,9,,4,0,0,6行,方案208
8,27,3,,,,,4,0,0,7行,方案208
8,27,3,3,3,3,6,6,6,,0行,方案209
8,27,3,2,,3,3,6,9,,1行,方案209
8,27,3,2,2,2,8,6,9,9,2行,方案209
8,27,3,4,4,2,8,8,8,9,3行,方案209
8,27,3,4,5,5,7,7,7,7,4行,方案209
8,27,3,4,5,1,1,1,,0,5行,方案209
8,27,3,4,5,5,,1,0,0,6行,方案209
8,27,3,,,,,1,0,0,7行,方案209
8,27,3,4,4,7,7,7,7,,0行,方案210
8,27,3,4,,3,3,3,2,,1行,方案210
8,27,3,4,3,3,2,2,2,6,2行,方案210
8,27,3,4,9,9,2,6,6,6,3行,方案210
8,27,3,9,9,0,0,5,5,6,4行,方案210
8,27,3,8,0,0,0,5,,1,5行,方案210
8,27,3,8,8,8,,5,5,1,6行,方案210
8,27,3,,,,,1,1,1,7行,方案210
8,27,3,4,4,4,4,3,3,,0行,方案211
8,27,3,4,,3,3,3,8,,1行,方案211
8,27,3,2,2,9,8,8,8,6,2行,方案211
8,27,3,7,2,9,9,6,6,6,3行,方案211
8,27,3,7,2,2,9,5,5,6,4行,方案211
8,27,3,7,0,0,0,5,,1,5行,方案211
8,27,3,7,0,0,,5,5,1,6行,方案211
8,27,3,,,,,1,1,1,7行,方案211
8,27,3,4,4,4,4,9,9,,0行,方案212
8,27,3,4,,3,9,9,8,,1行,方案212
8,27,3,2,2,3,8,8,8,6,2行,方案212
8,27,3,7,2,3,3,6,6,6,3行,方案212
8,27,3,7,2,2,3,5,5,6,4行,方案212
8,27,3,7,0,0,0,5,,1,5行,方案212
8,27,3,7,0,0,,5,5,1,6行,方案212
8,27,3,,,,,1,1,1,7行,方案212
8,27,3,4,4,4,4,9,8,,0行,方案213
8,27,3,4,,3,9,9,8,,1行,方案213
8,27,3,2,2,3,9,8,8,6,2行,方案213
8,27,3,7,2,3,3,6,6,6,3行,方案213
8,27,3,7,2,2,3,5,5,6,4行,方案213
8,27,3,7,0,0,0,5,,1,5行,方案213
8,27,3,7,0,0,,5,5,1,6行,方案213
8,27,3,,,,,1,1,1,7行,方案213
8,27,3,4,4,4,4,9,6,,0行,方案214
8,27,3,4,,3,9,9,6,,1行,方案214
8,27,3,2,2,3,9,6,6,6,2行,方案214
8,27,3,7,2,3,3,8,8,8,3行,方案214
8,27,3,7,2,2,3,5,5,8,4行,方案214
8,27,3,7,0,0,0,5,,1,5行,方案214
8,27,3,7,0,0,,5,5,1,6行,方案214
8,27,3,,,,,1,1,1,7行,方案214
8,27,3,4,4,4,4,9,6,,0行,方案215
8,27,3,4,,3,9,9,6,,1行,方案215
8,27,3,2,2,3,9,6,6,6,2行,方案215
8,27,3,7,2,3,3,1,1,1,3行,方案215
8,27,3,7,2,2,3,5,5,1,4行,方案215
8,27,3,7,0,0,0,5,,1,5行,方案215
8,27,3,7,0,0,,5,5,8,6行,方案215
8,27,3,,,,,8,8,8,7行,方案215
8,27,3,3,4,4,0,0,0,,0行,方案216
8,27,3,3,,4,0,0,2,,1行,方案216
8,27,3,3,3,4,2,2,2,6,2行,方案216
8,27,3,7,3,4,2,6,6,6,3行,方案216
8,27,3,7,8,8,9,5,5,6,4行,方案216
8,27,3,7,8,9,9,5,,1,5行,方案216
8,27,3,7,8,9,,5,5,1,6行,方案216
8,27,3,,,,,1,1,1,7行,方案216
8,27,3,4,4,4,4,3,3,,0行,方案217
8,27,3,4,,3,3,3,2,,1行,方案217
8,27,3,0,0,0,2,2,2,6,2行,方案217
8,27,3,7,0,0,2,6,6,6,3行,方案217
8,27,3,7,8,8,9,5,5,6,4行,方案217
8,27,3,7,8,9,9,5,,1,5行,方案217
8,27,3,7,8,9,,5,5,1,6行,方案217
8,27,3,,,,,1,1,1,7行,方案217
8,27,3,4,4,4,4,3,3,,0行,方案218
8,27,3,4,,3,3,3,2,,1行,方案218
8,27,3,7,0,0,2,2,2,6,2行,方案218
8,27,3,7,0,0,2,6,6,6,3行,方案218
8,27,3,7,8,0,9,5,5,6,4行,方案218
8,27,3,7,8,9,9,5,,1,5行,方案218
8,27,3,8,8,9,,5,5,1,6行,方案218
8,27,3,,,,,1,1,1,7行,方案218
8,27,3,4,4,4,4,3,3,,0行,方案219
8,27,3,4,,3,3,3,2,,1行,方案219
8,27,3,0,0,0,2,2,2,6,2行,方案219
8,27,3,7,0,0,2,6,6,6,3行,方案219
8,27,3,7,8,8,8,5,5,6,4行,方案219
8,27,3,7,8,9,9,5,,1,5行,方案219
8,27,3,7,9,9,,5,5,1,6行,方案219
8,27,3,,,,,1,1,1,7行,方案219
8,27,3,3,4,4,0,0,0,,0行,方案220
8,27,3,3,,4,0,0,2,,1行,方案220
8,27,3,3,3,4,2,2,2,6,2行,方案220
8,27,3,7,3,4,2,6,6,6,3行,方案220
8,27,3,7,8,8,8,5,5,6,4行,方案220
8,27,3,7,8,9,9,5,,1,5行,方案220
8,27,3,7,9,9,,5,5,1,6行,方案220
8,27,3,,,,,1,1,1,7行,方案220
8,27,3,4,4,4,4,0,0,,0行,方案221
8,27,3,4,,3,3,0,0,,1行,方案221
8,27,3,3,3,3,2,2,0,6,2行,方案221
8,27,3,7,8,8,2,6,6,6,3行,方案221
8,27,3,7,8,2,2,5,5,6,4行,方案221
8,27,3,7,8,9,9,5,,1,5行,方案221
8,27,3,7,9,9,,5,5,1,6行,方案221
8,27,3,,,,,1,1,1,7行,方案221
8,27,3,5,5,3,4,4,7,,0行,方案222
8,27,3,5,,3,3,4,7,,1行,方案222
8,27,3,5,5,6,3,4,7,8,2行,方案222
8,27,3,6,6,6,3,4,7,8,3行,方案222
8,27,3,0,0,6,2,2,8,8,4行,方案222
8,27,3,0,0,9,9,2,,1,5行,方案222
8,27,3,0,9,9,,2,2,1,6行,方案222
8,27,3,,,,,1,1,1,7行,方案222
8,27,3,8,8,4,4,4,4,,0行,方案223
8,27,3,8,,3,3,3,4,,1行,方案223
8,27,3,8,0,0,0,3,3,6,2行,方案223
8,27,3,7,0,0,2,6,6,6,3行,方案223
8,27,3,7,2,2,2,5,5,6,4行,方案223
8,27,3,7,2,9,9,5,,1,5行,方案223
8,27,3,7,9,9,,5,5,1,6行,方案223
8,27,3,,,,,1,1,1,7行,方案223
8,27,3,8,8,4,4,4,4,,0行,方案224
8,27,3,8,,4,2,6,3,,1行,方案224
8,27,3,8,2,2,2,6,3,3,2行,方案224
8,27,3,7,2,9,6,6,6,3,3行,方案224
8,27,3,7,0,9,9,5,5,3,4行,方案224
8,27,3,7,0,0,9,5,,1,5行,方案224
8,27,3,7,0,0,,5,5,1,6行,方案224
8,27,3,,,,,1,1,1,7行,方案224
8,27,3,4,4,4,4,9,9,,0行,方案225
8,27,3,4,,6,9,9,3,,1行,方案225
8,27,3,2,2,6,6,6,3,3,2行,方案225
8,27,3,7,2,6,8,8,8,3,3行,方案225
8,27,3,7,2,2,8,5,5,3,4行,方案225
8,27,3,7,0,0,0,5,,1,5行,方案225
8,27,3,7,0,0,,5,5,1,6行,方案225
8,27,3,,,,,1,1,1,7行,方案225
8,27,3,4,4,3,9,8,8,,0行,方案226
8,27,3,4,,3,9,9,8,,1行,方案226
8,27,3,4,3,3,7,9,8,6,2行,方案226
8,27,3,4,3,2,7,6,6,6,3行,方案226
8,27,3,2,2,2,7,5,5,6,4行,方案226
8,27,3,2,0,0,7,5,,1,5行,方案226
8,27,3,0,0,0,,5,5,1,6行,方案226
8,27,3,,,,,1,1,1,7行,方案226
8,27,3,4,4,3,9,2,2,,0行,方案227
8,27,3,4,,3,9,9,2,,1行,方案227
8,27,3,4,3,3,7,9,2,2,2行,方案227
8,27,3,4,3,6,7,8,8,8,3行,方案227
8,27,3,6,6,6,7,5,5,8,4行,方案227
8,27,3,0,0,6,7,5,,1,5行,方案227
8,27,3,0,0,0,,5,5,1,6行,方案227
8,27,3,,,,,1,1,1,7行,方案227
8,27,3,4,4,3,9,2,2,,0行,方案228
8,27,3,4,,3,9,9,2,,1行,方案228
8,27,3,4,3,3,7,9,2,2,2行,方案228
8,27,3,4,3,6,7,1,1,1,3行,方案228
8,27,3,6,6,6,7,5,5,1,4行,方案228
8,27,3,0,0,6,7,5,,1,5行,方案228
8,27,3,0,0,0,,5,5,8,6行,方案228
8,27,3,,,,,8,8,8,7行,方案228
8,27,3,4,4,3,9,2,2,,0行,方案229
8,27,3,4,,3,9,9,2,,1行,方案229
8,27,3,4,3,3,7,9,2,2,2行,方案229
8,27,3,4,3,6,7,1,1,1,3行,方案229
8,27,3,6,6,6,7,1,5,5,4行,方案229
8,27,3,0,0,6,7,1,,5,5行,方案229
8,27,3,0,0,0,,8,5,5,6行,方案229
8,27,3,,,,,8,8,8,7行,方案229
8,27,3,4,4,1,1,1,3,,0行,方案230
8,27,3,4,,9,7,1,3,,1行,方案230
8,27,3,4,9,9,7,1,3,3,2行,方案230
8,27,3,4,9,6,7,2,2,3,3行,方案230
8,27,3,6,6,6,7,2,5,5,4行,方案230
8,27,3,0,0,6,2,2,,5,5行,方案230
8,27,3,0,0,0,,8,5,5,6行,方案230
8,27,3,,,,,8,8,8,7行,方案230
8,27,3,4,4,4,4,2,2,,0行,方案231
8,27,3,4,,9,0,0,2,,1行,方案231
8,27,3,7,9,9,0,0,2,2,2行,方案231
8,27,3,7,9,1,0,3,3,3,3行,方案231
8,27,3,7,6,1,3,3,5,5,4行,方案231
8,27,3,7,6,1,1,1,,5,5行,方案231
8,27,3,6,6,6,,8,5,5,6行,方案231
8,27,3,,,,,8,8,8,7行,方案231
8,27,3,1,0,0,0,2,2,,0行,方案232
8,27,3,1,,0,0,9,2,,1行,方案232
8,27,3,1,1,1,9,9,2,2,2行,方案232
8,27,3,7,4,4,9,3,3,3,3行,方案232
8,27,3,7,4,6,3,3,5,5,4行,方案232
8,27,3,7,4,6,6,6,,5,5行,方案232
8,27,3,7,4,6,,8,5,5,6行,方案232
8,27,3,,,,,8,8,8,7行,方案232
8,27,3,4,4,4,4,2,2,,0行,方案233
8,27,3,4,,3,3,2,0,,1行,方案233
8,27,3,3,3,3,2,2,0,0,2行,方案233
8,27,3,7,6,1,1,1,0,0,3行,方案233
8,27,3,7,6,6,6,1,5,5,4行,方案233
8,27,3,7,6,9,9,1,,5,5行,方案233
8,27,3,7,9,9,,8,5,5,6行,方案233
8,27,3,,,,,8,8,8,7行,方案233
8,27,3,3,4,4,0,0,6,,0行,方案234
8,27,3,3,,4,0,0,6,,1行,方案234
8,27,3,3,3,4,0,6,6,6,2行,方案234
8,27,3,7,3,4,2,1,1,1,3行,方案234
8,27,3,7,2,2,2,1,5,5,4行,方案234
8,27,3,7,2,9,9,1,,5,5行,方案234
8,27,3,7,9,9,,8,5,5,6行,方案234
8,27,3,,,,,8,8,8,7行,方案234
8,27,3,3,4,4,4,4,6,,0行,方案235
8,27,3,3,,0,0,4,6,,1行,方案235
8,27,3,3,3,0,0,6,6,6,2行,方案235
8,27,3,7,3,0,2,1,1,1,3行,方案235
8,27,3,7,2,2,2,1,5,5,4行,方案235
8,27,3,7,2,9,9,1,,5,5行,方案235
8,27,3,7,9,9,,8,5,5,6行,方案235
8,27,3,,,,,8,8,8,7行,方案235
8,27,3,3,4,4,4,4,6,,0行,方案236
8,27,3,3,,0,0,4,6,,1行,方案236
8,27,3,3,3,0,0,6,6,6,2行,方案236
8,27,3,7,3,0,2,1,1,1,3行,方案236
8,27,3,7,2,2,2,5,5,1,4行,方案236
8,27,3,7,2,9,9,5,,1,5行,方案236
8,27,3,7,9,9,,5,5,8,6行,方案236
8,27,3,,,,,8,8,8,7行,方案236
8,27,3,3,4,4,0,0,6,,0行,方案237
8,27,3,3,,4,0,0,6,,1行,方案237
8,27,3,3,3,4,0,6,6,6,2行,方案237
8,27,3,7,3,4,2,1,1,1,3行,方案237
8,27,3,7,2,2,2,5,5,1,4行,方案237
8,27,3,7,2,9,9,5,,1,5行,方案237
8,27,3,7,9,9,,5,5,8,6行,方案237
8,27,3,,,,,8,8,8,7行,方案237
8,27,3,3,4,4,0,0,6,,0行,方案238
8,27,3,3,,4,0,0,6,,1行,方案238
8,27,3,3,3,4,0,6,6,6,2行,方案238
8,27,3,7,3,4,2,8,8,8,3行,方案238
8,27,3,7,2,2,2,5,5,8,4行,方案238
8,27,3,7,2,9,9,5,,1,5行,方案238
8,27,3,7,9,9,,5,5,1,6行,方案238
8,27,3,,,,,1,1,1,7行,方案238
8,27,3,3,4,4,0,0,8,,0行,方案239
8,27,3,3,,4,0,0,8,,1行,方案239
8,27,3,3,3,4,0,8,8,6,2行,方案239
8,27,3,7,3,4,2,6,6,6,3行,方案239
8,27,3,7,2,2,2,5,5,6,4行,方案239
8,27,3,7,2,9,9,5,,1,5行,方案239
8,27,3,7,9,9,,5,5,1,6行,方案239
8,27,3,,,,,1,1,1,7行,方案239
8,27,3,3,4,4,0,8,8,,0行,方案240
8,27,3,3,,4,0,0,8,,1行,方案240
8,27,3,3,3,4,0,0,8,6,2行,方案240
8,27,3,7,3,4,2,6,6,6,3行,方案240
8,27,3,7,2,2,2,5,5,6,4行,方案240
8,27,3,7,2,9,9,5,,1,5行,方案240
8,27,3,7,9,9,,5,5,1,6行,方案240
8,27,3,,,,,1,1,1,7行,方案240
8,27,3,3,4,4,0,0,0,,0行,方案241
8,27,3,3,,4,0,0,8,,1行,方案241
8,27,3,3,3,4,8,8,8,6,2行,方案241
8,27,3,7,3,4,2,6,6,6,3行,方案241
8,27,3,7,2,2,2,5,5,6,4行,方案241
8,27,3,7,2,9,9,5,,1,5行,方案241
8,27,3,7,9,9,,5,5,1,6行,方案241
8,27,3,,,,,1,1,1,7行,方案241
8,27,3,3,4,4,8,0,0,,0行,方案242
8,27,3,3,,4,8,0,0,,1行,方案242
8,27,3,3,3,4,8,8,0,6,2行,方案242
8,27,3,7,3,4,2,6,6,6,3行,方案242
8,27,3,7,2,2,2,5,5,6,4行,方案242
8,27,3,7,2,9,9,5,,1,5行,方案242
8,27,3,7,9,9,,5,5,1,6行,方案242
8,27,3,,,,,1,1,1,7行,方案242
8,27,3,3,4,4,0,0,0,,0行,方案243
8,27,3,3,,4,8,0,0,,1行,方案243
8,27,3,3,3,4,8,8,8,6,2行,方案243
8,27,3,7,3,4,2,6,6,6,3行,方案243
8,27,3,7,2,2,2,5,5,6,4行,方案243
8,27,3,7,2,9,9,5,,1,5行,方案243
8,27,3,7,9,9,,5,5,1,6行,方案243
8,27,3,,,,,1,1,1,7行,方案243
8,27,3,4,4,4,4,3,3,,0行,方案244
8,27,3,4,,3,3,3,8,,1行,方案244
8,27,3,0,0,0,8,8,8,6,2行,方案244
8,27,3,7,0,0,2,6,6,6,3行,方案244
8,27,3,7,2,2,2,5,5,6,4行,方案244
8,27,3,7,2,9,9,5,,1,5行,方案244
8,27,3,7,9,9,,5,5,1,6行,方案244
8,27,3,,,,,1,1,1,7行,方案244
8,27,3,3,4,4,4,4,8,,0行,方案245
8,27,3,3,,0,0,4,8,,1行,方案245
8,27,3,3,3,0,0,8,8,6,2行,方案245
8,27,3,7,3,0,2,6,6,6,3行,方案245
8,27,3,7,2,2,2,5,5,6,4行,方案245
8,27,3,7,2,9,9,5,,1,5行,方案245
8,27,3,7,9,9,,5,5,1,6行,方案245
8,27,3,,,,,1,1,1,7行,方案245
8,27,3,3,4,4,8,8,0,,0行,方案246
8,27,3,3,,4,8,0,0,,1行,方案246
8,27,3,3,3,4,8,0,0,6,2行,方案246
8,27,3,7,3,4,2,6,6,6,3行,方案246
8,27,3,7,2,2,2,5,5,6,4行,方案246
8,27,3,7,2,9,9,5,,1,5行,方案246
8,27,3,7,9,9,,5,5,1,6行,方案246
8,27,3,,,,,1,1,1,7行,方案246
8,27,3,4,5,5,8,8,3,,0行,方案247
8,27,3,4,,5,8,6,3,,1行,方案247
8,27,3,4,5,5,8,6,3,3,2行,方案247
8,27,3,4,4,2,6,6,6,3,3行,方案247
8,27,3,2,2,2,7,7,7,7,4行,方案247
8,27,3,2,0,0,9,9,,1,5行,方案247
8,27,3,0,0,0,,9,9,1,6行,方案247
8,27,3,,,,,1,1,1,7行,方案247
8,27,3,5,5,4,8,8,3,,0行,方案248
8,27,3,5,,4,8,6,3,,1行,方案248
8,27,3,5,5,4,8,6,3,3,2行,方案248
8,27,3,2,4,4,6,6,6,3,3行,方案248
8,27,3,2,2,2,7,7,7,7,4行,方案248
8,27,3,0,0,2,9,9,,1,5行,方案248
8,27,3,0,0,0,,9,9,1,6行,方案248
8,27,3,,,,,1,1,1,7行,方案248
8,27,3,3,4,4,9,8,8,,0行,方案249
8,27,3,3,,4,9,9,8,,1行,方案249
8,27,3,3,3,4,7,9,8,6,2行,方案249
8,27,3,2,3,4,7,6,6,6,3行,方案249
8,27,3,2,2,2,7,5,5,6,4行,方案249
8,27,3,0,0,2,7,5,,1,5行,方案249
8,27,3,0,0,0,,5,5,1,6行,方案249
8,27,3,,,,,1,1,1,7行,方案249
8,27,3,8,8,4,4,4,4,,0行,方案250
8,27,3,8,,3,3,3,4,,1行,方案250
8,27,3,8,9,9,7,3,3,6,2行,方案250
8,27,3,9,9,2,7,6,6,6,3行,方案250
8,27,3,2,2,2,7,5,5,6,4行,方案250
8,27,3,2,0,0,7,5,,1,5行,方案250
8,27,3,0,0,0,,5,5,1,6行,方案250
8,27,3,,,,,1,1,1,7行,方案250
8,27,3,4,4,4,4,0,0,,0行,方案251
8,27,3,7,,8,4,0,0,,1行,方案251
8,27,3,7,2,8,8,8,0,6,2行,方案251
8,27,3,7,2,2,2,6,6,6,3行,方案251
8,27,3,7,9,9,2,5,5,6,4行,方案251
8,27,3,9,9,3,3,5,,1,5行,方案251
8,27,3,3,3,3,,5,5,1,6行,方案251
8,27,3,,,,,1,1,1,7行,方案251
8,27,3,4,4,2,2,5,5,,0行,方案252
8,27,3,4,,2,8,8,5,,1行,方案252
8,27,3,4,2,2,8,5,5,6,2行,方案252
8,27,3,4,9,9,8,6,6,6,3行,方案252
8,27,3,9,9,7,7,7,7,6,4行,方案252
8,27,3,0,0,3,3,3,,1,5行,方案252
8,27,3,0,0,0,,3,3,1,6行,方案252
8,27,3,,,,,1,1,1,7行,方案252
8,27,3,4,4,8,8,5,5,,0行,方案253
8,27,3,4,,8,2,2,5,,1行,方案253
8,27,3,4,3,8,2,5,5,6,2行,方案253
8,27,3,4,3,2,2,6,6,6,3行,方案253
8,27,3,3,3,7,7,7,7,6,4行,方案253
8,27,3,3,0,0,9,9,,1,5行,方案253
8,27,3,0,0,0,,9,9,1,6行,方案253
8,27,3,,,,,1,1,1,7行,方案253
8,27,3,4,4,4,4,5,5,,0行,方案254
8,27,3,4,,9,2,2,5,,1行,方案254
8,27,3,8,9,9,2,5,5,6,2行,方案254
8,27,3,8,9,2,2,6,6,6,3行,方案254
8,27,3,8,8,7,7,7,7,6,4行,方案254
8,27,3,0,0,3,3,3,,1,5行,方案254
8,27,3,0,0,0,,3,3,1,6行,方案254
8,27,3,,,,,1,1,1,7行,方案254
8,27,3,5,5,5,9,2,2,,0行,方案255
8,27,3,5,,5,9,9,2,,1行,方案255
8,27,3,8,8,8,6,9,2,2,2行,方案255
8,27,3,7,4,8,6,0,0,0,3行,方案255
8,27,3,7,4,6,6,6,0,0,4行,方案255
8,27,3,7,4,3,3,3,,1,5行,方案255
8,27,3,7,4,4,,3,3,1,6行,方案255
8,27,3,,,,,1,1,1,7行,方案255
8,27,3,3,8,8,8,2,2,,0行,方案256
8,27,3,3,,5,8,5,2,,1行,方案256
8,27,3,3,3,5,5,5,2,2,2行,方案256
8,27,3,6,3,7,7,7,7,4,3行,方案256
8,27,3,6,6,6,4,4,4,4,4行,方案256
8,27,3,6,0,0,9,9,,1,5行,方案256
8,27,3,0,0,0,,9,9,1,6行,方案256
8,27,3,,,,,1,1,1,7行,方案256
8,27,3,5,5,5,9,2,2,,0行,方案257
8,27,3,5,,5,9,9,2,,1行,方案257
8,27,3,4,4,0,0,9,2,2,2行,方案257
8,27,3,4,0,0,0,8,8,8,3行,方案257
8,27,3,4,6,7,7,7,7,8,4行,方案257
8,27,3,4,6,3,3,3,,1,5行,方案257
8,27,3,6,6,6,,3,3,1,6行,方案257
8,27,3,,,,,1,1,1,7行,方案257
8,27,3,3,4,4,8,8,8,,0行,方案258
8,27,3,3,,4,8,9,9,,1行,方案258
8,27,3,3,3,4,7,2,9,9,2行,方案258
8,27,3,6,3,4,7,2,2,2,3行,方案258
8,27,3,6,6,6,7,5,5,2,4行,方案258
8,27,3,6,0,0,7,5,,1,5行,方案258
8,27,3,0,0,0,,5,5,1,6行,方案258
8,27,3,,,,,1,1,1,7行,方案258
8,27,3,5,5,5,8,8,8,,0行,方案259
8,27,3,5,,5,8,9,9,,1行,方案259
8,27,3,4,4,0,0,2,9,9,2行,方案259
8,27,3,4,0,0,0,2,2,2,3行,方案259
8,27,3,4,6,7,7,7,7,2,4行,方案259
8,27,3,4,6,3,3,3,,1,5行,方案259
8,27,3,6,6,6,,3,3,1,6行,方案259
8,27,3,,,,,1,1,1,7行,方案259
8,27,3,3,4,4,8,8,8,,0行,方案260
8,27,3,3,,4,8,0,0,,1行,方案260
8,27,3,3,3,4,0,0,0,6,2行,方案260
8,27,3,7,3,4,2,6,6,6,3行,方案260
8,27,3,7,2,2,2,5,5,6,4行,方案260
8,27,3,7,2,9,9,5,,1,5行,方案260
8,27,3,7,9,9,,5,5,1,6行,方案260
8,27,3,,,,,1,1,1,7行,方案260
8,27,3,5,5,5,1,4,3,,0行,方案261
8,27,3,5,,5,1,4,3,,1行,方案261
8,27,3,2,1,1,1,4,3,3,2行,方案261
8,27,3,2,2,2,6,4,4,3,3行,方案261
8,27,3,8,9,2,6,6,6,7,4行,方案261
8,27,3,8,9,9,6,0,,7,5行,方案261
8,27,3,8,8,9,,0,0,7,6行,方案261
8,27,3,,,,,0,0,7,7行,方案261
8,27,3,4,4,0,0,0,3,,0行,方案262
8,27,3,4,,6,0,0,3,,1行,方案262
8,27,3,4,7,6,6,6,3,3,2行,方案262
8,27,3,4,7,6,9,2,2,3,3行,方案262
8,27,3,1,7,9,9,2,5,5,4行,方案262
8,27,3,1,7,9,2,2,,5,5行,方案262
8,27,3,1,1,1,,8,5,5,6行,方案262
8,27,3,,,,,8,8,8,7行,方案262
8,27,3,8,8,8,9,9,3,,0行,方案263
8,27,3,8,,9,9,6,3,,1行,方案263
8,27,3,7,7,7,7,6,3,3,2行,方案263
8,27,3,1,1,1,6,6,6,3,3行,方案263
8,27,3,1,2,2,4,4,4,4,4行,方案263
8,27,3,1,2,5,5,5,,4,5行,方案263
